,age,job,marital,education,housing,loan,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,label
26662,42,blue-collar,married,basic.4y,yes,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26663,32,blue-collar,married,basic.9y,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26664,45,entrepreneur,married,basic.4y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26665,27,blue-collar,single,basic.4y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26666,54,blue-collar,married,basic.4y,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26667,27,blue-collar,single,basic.4y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26668,32,blue-collar,married,basic.9y,no,no,apr,1,1,1,success,-1.8,93.075,-47.1,1.41,5099.1,1
26669,44,technician,divorced,professional.course,yes,no,apr,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26670,24,management,single,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26671,54,blue-collar,married,basic.4y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26672,40,blue-collar,married,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26673,44,technician,divorced,professional.course,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26674,31,blue-collar,married,basic.4y,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26675,52,blue-collar,divorced,basic.4y,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26676,29,admin.,single,high.school,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26677,32,admin.,married,university.degree,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26678,24,management,single,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26679,44,blue-collar,married,high.school,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26680,46,technician,married,professional.course,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26681,54,management,married,university.degree,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26682,26,blue-collar,married,basic.9y,yes,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26683,37,admin.,married,university.degree,no,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26684,40,entrepreneur,married,basic.9y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26685,35,admin.,married,professional.course,no,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26686,27,blue-collar,single,basic.4y,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26687,45,services,divorced,basic.4y,no,yes,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,1
26688,40,services,married,high.school,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26689,41,blue-collar,married,basic.4y,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26690,32,admin.,single,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26691,51,blue-collar,married,basic.6y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26692,37,admin.,single,high.school,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26693,35,admin.,single,high.school,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26694,37,technician,divorced,professional.course,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26695,50,blue-collar,married,basic.9y,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26696,59,blue-collar,married,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26697,38,entrepreneur,married,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26698,31,technician,single,professional.course,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26699,56,admin.,married,basic.9y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26700,38,technician,married,professional.course,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26701,32,admin.,single,university.degree,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26702,47,admin.,single,high.school,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26703,46,self-employed,divorced,basic.9y,yes,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26704,47,admin.,single,high.school,yes,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26705,55,management,married,basic.4y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26706,31,blue-collar,married,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26707,41,self-employed,married,university.degree,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26708,29,admin.,single,university.degree,no,no,apr,4,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26709,27,admin.,single,high.school,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26710,27,admin.,single,high.school,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26711,44,blue-collar,married,basic.6y,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26712,19,student,single,basic.9y,no,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26713,45,blue-collar,married,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26714,47,entrepreneur,married,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26715,20,student,single,high.school,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26716,31,blue-collar,married,basic.9y,yes,yes,apr,2,0,2,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26717,47,blue-collar,married,basic.9y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26718,33,blue-collar,divorced,basic.9y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26719,32,admin.,single,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26720,38,services,married,high.school,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26721,31,blue-collar,married,basic.9y,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26722,50,self-employed,married,university.degree,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26723,42,entrepreneur,married,basic.9y,yes,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26724,33,technician,married,professional.course,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26725,37,blue-collar,married,basic.9y,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26726,34,blue-collar,married,basic.4y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26727,42,blue-collar,married,basic.4y,yes,no,apr,2,0,2,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26728,26,student,single,university.degree,yes,no,apr,4,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26729,45,entrepreneur,married,basic.4y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26730,37,admin.,married,professional.course,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26731,44,blue-collar,married,basic.4y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26732,33,technician,married,professional.course,no,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26733,37,technician,divorced,professional.course,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26734,29,admin.,divorced,basic.9y,yes,no,apr,4,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26735,41,services,married,high.school,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26736,47,blue-collar,married,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26737,35,unemployed,married,professional.course,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26738,53,services,divorced,high.school,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26739,38,admin.,married,high.school,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26740,27,admin.,single,high.school,no,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26741,28,blue-collar,single,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26742,53,services,divorced,high.school,no,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26743,59,blue-collar,married,basic.9y,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26744,40,management,married,basic.6y,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26745,24,blue-collar,married,basic.9y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26746,24,admin.,single,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26747,33,services,single,basic.9y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26748,33,admin.,single,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26749,49,management,married,university.degree,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26750,49,management,married,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26751,34,technician,married,university.degree,yes,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26752,32,technician,married,university.degree,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26753,34,blue-collar,married,basic.4y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26754,24,admin.,single,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26755,29,services,single,basic.9y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26756,30,admin.,single,high.school,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26757,56,services,divorced,high.school,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26758,46,blue-collar,married,basic.4y,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26759,46,entrepreneur,married,university.degree,yes,yes,apr,5,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26760,37,admin.,married,professional.course,yes,yes,apr,5,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26761,45,blue-collar,married,basic.4y,no,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26762,39,admin.,married,high.school,yes,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26763,48,services,divorced,high.school,no,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26764,41,services,single,university.degree,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26765,31,admin.,married,high.school,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26766,50,unemployed,married,basic.4y,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26767,55,blue-collar,married,basic.4y,yes,yes,apr,4,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26768,32,blue-collar,divorced,basic.4y,no,no,apr,4,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26769,29,admin.,single,high.school,yes,yes,apr,3,1,1,success,-1.8,93.075,-47.1,1.41,5099.1,0
26770,37,entrepreneur,married,professional.course,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26771,46,technician,married,university.degree,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26772,32,admin.,single,university.degree,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26773,53,management,married,high.school,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26774,32,blue-collar,married,basic.4y,no,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26775,42,admin.,divorced,high.school,no,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26776,38,admin.,married,high.school,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26777,47,admin.,married,basic.6y,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26778,46,self-employed,divorced,basic.9y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26779,45,entrepreneur,married,university.degree,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26780,40,services,single,high.school,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26781,37,technician,single,high.school,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26782,24,management,single,university.degree,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26783,38,services,married,basic.9y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26784,50,blue-collar,married,basic.9y,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,1
26785,40,admin.,divorced,university.degree,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26786,31,blue-collar,married,basic.9y,yes,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26787,37,technician,single,high.school,yes,no,apr,2,0,2,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26788,39,admin.,divorced,high.school,yes,yes,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26789,42,entrepreneur,married,basic.9y,no,yes,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26790,52,retired,married,basic.4y,yes,yes,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26791,32,services,single,high.school,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26792,39,services,single,high.school,yes,no,apr,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26793,33,technician,married,professional.course,no,yes,apr,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26794,41,blue-collar,divorced,basic.4y,yes,no,apr,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26795,36,blue-collar,single,high.school,yes,no,apr,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26796,36,entrepreneur,married,university.degree,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26797,24,blue-collar,married,professional.course,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26798,44,admin.,married,high.school,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26799,41,blue-collar,married,high.school,no,yes,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26800,47,entrepreneur,married,university.degree,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26801,27,admin.,single,high.school,no,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26802,31,blue-collar,married,basic.9y,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26803,45,technician,single,professional.course,no,no,apr,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26804,50,blue-collar,married,basic.9y,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26805,28,technician,single,high.school,yes,yes,apr,4,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26806,41,blue-collar,divorced,basic.4y,no,yes,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26807,38,technician,divorced,high.school,yes,yes,apr,3,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26808,33,blue-collar,married,basic.9y,no,no,apr,1,1,1,success,-1.8,93.075,-47.1,1.41,5099.1,0
26809,56,admin.,married,basic.9y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26810,47,blue-collar,married,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26811,44,admin.,single,high.school,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26812,55,admin.,married,university.degree,yes,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26813,36,admin.,single,university.degree,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26814,31,admin.,married,high.school,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26815,38,entrepreneur,married,basic.4y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26816,28,self-employed,married,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26817,30,blue-collar,married,basic.9y,yes,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26818,25,student,single,university.degree,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26819,40,services,married,high.school,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26820,44,management,married,university.degree,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26821,44,entrepreneur,divorced,university.degree,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26822,50,services,single,basic.6y,no,no,apr,1,1,1,success,-1.8,93.075,-47.1,1.41,5099.1,0
26823,45,services,divorced,basic.4y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26824,40,management,married,basic.6y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26825,50,services,single,basic.6y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26826,50,services,single,basic.6y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26827,28,technician,married,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26828,28,technician,married,basic.9y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26829,28,technician,married,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26830,23,blue-collar,single,basic.4y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26831,43,management,married,university.degree,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26832,28,technician,married,basic.9y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26833,44,blue-collar,married,basic.6y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26834,55,management,married,basic.4y,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26835,28,technician,married,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26836,30,services,married,high.school,no,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26837,25,student,married,university.degree,yes,yes,apr,7,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26838,47,entrepreneur,divorced,high.school,no,no,apr,5,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26839,59,blue-collar,married,basic.9y,no,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26840,29,blue-collar,single,basic.6y,yes,yes,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26841,34,blue-collar,married,basic.9y,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26842,26,student,single,university.degree,no,yes,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
26843,34,blue-collar,married,basic.9y,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
26844,42,blue-collar,married,basic.4y,no,yes,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26845,47,services,married,basic.9y,yes,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
26846,43,admin.,single,high.school,yes,no,apr,2,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26847,42,entrepreneur,married,university.degree,no,no,apr,4,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26848,33,management,married,basic.9y,no,yes,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26849,35,blue-collar,single,basic.9y,yes,no,apr,3,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26850,51,blue-collar,married,basic.9y,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26851,42,admin.,single,high.school,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26852,51,blue-collar,married,basic.9y,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26853,37,blue-collar,single,professional.course,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26854,38,admin.,single,high.school,yes,no,apr,1,0,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26855,29,admin.,married,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26856,37,blue-collar,single,basic.9y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26857,47,technician,married,professional.course,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26858,47,admin.,married,university.degree,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26859,38,blue-collar,married,basic.9y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26860,37,blue-collar,married,basic.4y,no,yes,apr,4,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26861,41,admin.,divorced,high.school,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26862,34,technician,married,professional.course,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26863,42,blue-collar,married,basic.4y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26864,48,blue-collar,married,basic.9y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26865,39,admin.,married,high.school,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26866,37,blue-collar,married,basic.4y,no,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26867,45,management,married,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26868,25,technician,single,university.degree,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26869,36,blue-collar,married,basic.6y,yes,no,apr,2,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26870,41,management,married,university.degree,yes,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26871,35,services,single,high.school,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26872,54,entrepreneur,married,basic.9y,yes,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26873,41,self-employed,married,basic.9y,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26874,42,admin.,single,high.school,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26875,35,blue-collar,married,basic.4y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26876,28,student,married,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26877,34,entrepreneur,married,university.degree,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26878,57,blue-collar,married,basic.9y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26879,54,services,married,high.school,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26880,54,services,married,high.school,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26881,34,technician,divorced,basic.9y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26882,28,student,married,university.degree,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26883,36,services,married,high.school,yes,yes,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26884,54,retired,married,basic.4y,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26885,28,student,married,university.degree,yes,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26886,55,admin.,married,basic.4y,no,no,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26887,34,entrepreneur,married,university.degree,yes,yes,apr,1,0,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
26888,31,admin.,married,high.school,no,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26889,55,admin.,married,basic.4y,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
26890,59,admin.,divorced,university.degree,yes,no,apr,1,0,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
